,0
209,1.0
210,1.0
211,1.0
212,1.0
213,1.0
214,1.0
215,1.0
216,1.0
217,1.0
218,1.0
219,1.0
220,1.0
221,1.0
222,1.0
223,1.0
224,1.0
225,1.0
226,1.0
227,1.0
228,1.0
229,1.0
230,1.0
231,1.0
232,1.0
233,1.0
234,1.0
235,1.0
236,1.0
237,1.0
238,1.0
239,1.0
240,1.0
241,1.0
242,1.0
243,1.0
244,1.0
245,1.0
246,1.0
247,1.0
248,1.0
249,1.0
250,1.0
251,1.0
252,1.0
253,1.0
254,1.0
255,1.0
256,1.0
257,1.0
258,1.0
259,1.0
260,1.0
261,1.0
262,1.0
263,1.0
264,1.0
265,1.0
266,1.0
267,1.0
268,1.0
269,1.0
270,1.0
271,1.0
272,1.0
273,1.0
274,1.0
275,1.0
276,1.0
277,1.0
278,1.0
279,1.0
280,1.0
281,1.0
282,1.0
283,1.0
284,1.0
285,1.0
286,1.0
287,1.0
288,1.0
289,1.0
290,1.0
291,1.0
292,1.0
293,1.0
294,1.0
295,1.0
296,1.0
297,1.0
298,1.0
299,1.0
300,1.0
301,1.0
302,1.0
303,1.0
304,1.0
305,1.0
306,1.0
307,1.0
308,1.0
309,1.0
310,1.0
311,1.0
312,1.0
313,1.0
314,1.0
315,1.0
316,1.0
317,1.0
318,1.0
319,1.0
320,1.0
321,1.0
322,1.0
323,1.0
324,1.0
325,1.0
326,1.0
327,1.0
328,1.0
329,1.0
330,1.0
331,1.0
332,1.0
333,1.0
334,1.0
335,1.0
336,1.0
337,1.0
338,1.0
339,1.0
340,1.0
341,1.0
342,1.0
343,1.0
344,1.0
345,1.0
346,1.0
347,1.0
348,1.0
349,1.0
350,1.0
351,1.0
352,1.0
353,1.0
354,1.0
355,1.0
356,1.0
357,1.0
358,1.0
359,1.0
360,1.0
361,1.0
362,1.0
363,1.0
364,1.0
365,1.0
366,1.0
367,1.0
368,1.0
369,1.0
370,1.0
371,1.0
372,1.0
373,1.0
374,1.0
375,1.0
376,1.0
377,1.0
378,1.0
379,1.0
380,1.0
381,1.0
382,1.0
383,1.0
384,1.0
385,1.0
386,1.0
387,1.0
388,1.0
389,1.0
390,1.0
391,1.0
392,1.0
393,1.0
394,1.0
395,1.0
396,1.0
397,1.0
398,1.0
399,1.0
400,1.0
401,1.0
402,1.0
403,1.0
404,1.0
405,1.0
406,1.0
407,1.0
408,1.0
409,1.0
410,1.0
411,1.0
412,1.0
413,1.0
414,1.0
415,1.0
416,1.0
417,1.0
418,1.0
419,1.0
420,1.0
421,1.0
422,1.0
423,1.0
424,1.0
425,1.0
426,1.0
427,1.0
428,1.0
429,1.0
430,1.0
431,1.0
432,1.0
433,1.0
434,1.0
435,1.0
436,1.0
437,1.0
438,1.0
439,1.0
440,1.0
441,1.0
442,1.0
443,1.0
444,1.0
445,1.0
446,1.0
447,1.0
448,1.0
449,1.0
450,1.0
451,1.0
452,1.0
453,1.0
454,1.0
455,1.0
456,1.0
457,1.0
458,1.0
459,1.0
460,1.0
461,1.0
462,1.0
463,1.0
464,1.0
465,1.0
466,1.0
467,1.0
468,1.0
469,1.0
470,1.0
471,1.0
472,1.0
473,1.0
474,1.0
475,1.0
476,1.0
477,1.0
478,1.0
479,1.0
480,1.0
481,1.0
482,1.0
483,1.0
484,1.0
485,1.0
486,1.0
487,1.0
488,1.0
489,1.0
490,1.0
491,1.0
492,1.0
493,1.0
494,1.0
495,1.0
496,1.0
497,1.0
498,1.0
499,1.0
500,1.0
501,1.0
502,1.0
503,1.0
504,1.0
505,1.0
506,1.0
507,1.0
508,1.0
509,1.0
510,1.0
511,1.0
512,1.0
513,1.0
514,1.0
515,1.0
516,1.0
517,1.0
518,1.0
519,1.0
520,1.0
521,1.0
522,1.0
523,1.0
524,1.0
525,1.0
526,1.0
527,1.0
528,1.0
529,1.0
530,1.0
531,1.0
532,1.0
533,1.0
534,1.0
535,1.0
536,1.0
537,1.0
538,1.0
539,1.0
540,1.0
541,1.0
542,1.0
543,1.0
544,1.0
545,1.0
546,1.0
547,1.0
548,1.0
549,1.0
550,1.0
551,1.0
552,1.0
553,1.0
554,1.0
555,1.0
556,1.0
557,1.0
558,1.0
559,1.0
560,1.0
561,1.0
562,1.0
563,1.0
564,1.0
565,1.0
566,1.0
567,1.0
568,1.0
569,1.0
570,1.0
571,1.0
572,1.0
573,1.0
574,1.0
575,1.0
576,1.0
577,1.0
578,1.0
579,1.0
580,1.0
581,1.0
582,1.0
583,1.0
584,1.0
585,1.0
586,1.0
587,1.0
588,1.0
589,1.0
590,1.0
591,1.0
592,1.0
593,1.0
594,1.0
595,1.0
596,1.0
597,1.0
598,1.0
599,1.0
600,1.0
601,1.0
602,1.0
603,1.0
604,1.0
605,1.0
606,1.0
607,1.0
608,1.0
609,1.0
610,1.0
611,1.0
612,1.0
613,1.0
614,1.0
615,1.0
616,1.0
617,1.0
618,1.0
619,1.0
620,1.0
621,1.0
622,1.0
623,1.0
624,1.0
625,1.0
626,1.0
627,1.0
628,1.0
629,1.0
630,1.0
631,1.0
632,1.0
633,1.0
634,1.0
635,1.0
636,1.0
637,1.0
638,1.0
639,1.0
640,1.0
641,1.0
642,1.0
643,1.0
644,1.0
645,1.0
646,1.0
647,1.0
648,1.0
649,1.0
650,1.0
651,1.0
652,1.0
653,1.0
654,1.0
655,1.0
656,1.0
657,1.0
658,1.0
659,1.0
660,1.0
661,1.0
662,1.0
663,1.0
664,1.0
665,1.0
666,1.0
667,1.0
668,1.0
669,1.0
670,1.0
671,1.0
672,1.0
673,1.0
674,1.0
675,1.0
676,1.0
677,1.0
678,1.0
679,1.0
680,1.0
681,1.0
682,1.0
683,1.0
684,1.0
685,1.0
686,1.0
687,1.0
688,1.0
689,1.0
690,1.0
691,1.0
692,1.0
693,1.0
694,1.0
695,1.0
696,1.0
697,1.0
698,1.0
699,1.0
700,1.0
701,1.0
702,1.0
703,1.0
704,1.0
705,1.0
706,1.0
707,1.0
708,1.0
709,1.0
710,1.0
711,1.0
712,1.0
713,1.0
714,1.0
715,1.0
716,1.0
717,1.0
718,1.0
719,1.0
720,1.0
721,1.0
722,1.0
723,1.0
724,1.0
725,1.0
726,1.0
727,1.0
728,1.0
729,1.0
730,1.0
731,1.0
732,1.0
733,1.0
734,1.0
735,1.0
736,1.0
737,1.0
738,1.0
739,1.0
740,1.0
741,1.0
742,1.0
743,1.0
744,1.0
745,1.0
746,1.0
747,1.0
748,1.0
749,1.0
750,1.0
751,1.0
752,1.0
753,1.0
754,1.0
755,1.0
756,1.0
757,1.0
758,1.0
759,1.0
760,1.0
761,1.0
762,1.0
763,1.0
764,1.0
765,1.0
766,1.0
767,1.0
768,1.0
769,1.0
770,1.0
771,1.0
772,1.0
773,1.0
774,1.0
775,1.0
776,1.0
777,1.0
778,1.0
779,1.0
780,1.0
781,1.0
782,1.0
783,1.0
784,1.0
785,1.0
786,1.0
787,1.0
788,1.0
789,1.0
790,1.0
791,1.0
792,1.0
793,1.0
794,1.0
795,1.0
796,1.0
797,1.0
798,1.0
799,1.0
800,1.0
801,1.0
802,1.0
803,1.0
804,1.0
805,1.0
806,1.0
807,1.0
808,1.0
809,1.0
810,1.0
811,1.0
812,1.0
813,1.0
814,1.0
815,1.0
816,1.0
817,1.0
818,1.0
819,1.0
820,1.0
821,1.0
822,1.0
823,1.0
824,1.0
825,1.0
826,1.0
827,1.0
828,1.0
829,1.0
830,1.0
831,1.0
832,1.0
833,1.0
834,1.0
835,1.0
836,1.0
837,1.0
838,1.0
839,1.0
840,1.0
841,1.0
842,1.0
843,1.0
844,1.0
845,1.0
846,1.0
847,1.0
848,1.0
849,1.0
850,1.0
851,1.0
852,1.0
853,1.0
854,1.0
855,1.0
856,1.0
857,1.0
858,1.0
859,1.0
860,1.0
861,1.0
862,1.0
863,1.0
864,1.0
865,1.0
866,1.0
867,1.0
868,1.0
869,1.0
870,1.0
871,1.0
872,1.0
873,1.0
874,1.0
875,1.0
876,1.0
877,1.0
878,1.0
879,1.0
880,1.0
881,1.0
882,1.0
883,1.0
884,1.0
885,1.0
886,1.0
887,1.0
888,1.0
889,1.0
890,1.0
891,1.0
892,1.0
893,1.0
894,1.0
895,1.0
896,1.0
897,1.0
898,1.0
899,1.0
900,1.0
901,1.0
902,1.0
903,1.0
904,1.0
905,1.0
906,1.0
907,1.0
908,1.0
909,1.0
910,1.0
911,1.0
912,1.0
913,1.0
914,1.0
915,1.0
916,1.0
917,1.0
918,1.0
919,1.0
920,1.0
921,1.0
922,1.0
923,1.0
924,1.0
925,1.0
926,1.0
927,1.0
928,1.0
929,1.0
930,1.0
931,1.0
932,1.0
933,1.0
934,1.0
935,1.0
936,1.0
937,1.0
938,1.0
939,1.0
940,1.0
941,1.0
942,1.0
943,1.0
944,1.0
945,1.0
946,1.0
947,1.0
948,1.0
949,1.0
950,1.0
951,1.0
952,1.0
953,1.0
954,1.0
955,1.0
956,1.0
957,1.0
958,1.0
959,1.0
960,1.0
961,1.0
962,1.0
963,1.0
964,1.0
965,1.0
966,1.0
967,1.0
968,1.0
969,1.0
970,1.0
971,1.0
972,1.0
973,1.0
974,1.0
975,1.0
976,1.0
977,1.0
978,1.0
979,1.0
980,1.0
981,1.0
982,1.0
983,1.0
984,1.0
985,1.0
986,1.0
987,1.0
988,1.0
989,1.0
990,1.0
991,1.0
992,1.0
993,1.0
994,1.0
995,1.0
996,1.0
997,1.0
998,1.0
999,1.0
1000,3.0
1001,3.0
1002,3.0
1003,3.0
1004,3.0
1005,3.0
1006,3.0
1007,3.0
1008,3.0
1009,3.0
1010,3.0
1011,3.0
1012,3.0
1013,3.0
1014,3.0
1015,3.0
1016,3.0
1017,3.0
1018,3.0
1019,3.0
1020,3.0
1021,3.0
1022,3.0
1023,3.0
1024,3.0
1025,3.0
1026,3.0
1027,3.0
1028,3.0
1029,3.0
1030,3.0
1031,3.0
1032,3.0
1033,3.0
1034,3.0
1035,3.0
1036,3.0
1037,3.0
1038,3.0
1039,3.0
1040,3.0
1041,3.0
1042,3.0
1043,3.0
1044,3.0
1045,3.0
1046,3.0
1047,3.0
1048,3.0
1049,3.0
1050,3.0
1051,3.0
1052,3.0
1053,3.0
1054,3.0
1055,3.0
1056,3.0
1057,3.0
1058,3.0
1059,3.0
1060,3.0
1061,3.0
1062,3.0
1063,3.0
1064,3.0
1065,3.0
1066,3.0
1067,3.0
1068,3.0
1069,3.0
1070,3.0
1071,3.0
1072,3.0
1073,3.0
1074,3.0
1075,3.0
1076,3.0
1077,3.0
1078,3.0
1079,3.0
1080,3.0
1081,3.0
1082,3.0
1083,3.0
1084,3.0
1085,3.0
1086,3.0
1087,3.0
1088,3.0
1089,3.0
1090,3.0
1091,3.0
1092,3.0
1093,3.0
1094,3.0
1095,3.0
1096,3.0
1097,3.0
1098,3.0
1099,3.0
1100,3.0
1101,3.0
1102,3.0
1103,3.0
1104,3.0
1105,3.0
1106,3.0
1107,3.0
1108,3.0
1109,3.0
1110,3.0
1111,3.0
1112,3.0
1113,3.0
1114,3.0
1115,3.0
1116,3.0
1117,3.0
1118,3.0
1119,3.0
1120,3.0
1121,3.0
1122,3.0
1123,3.0
1124,3.0
1125,3.0
1126,3.0
1127,3.0
1128,3.0
1129,3.0
1130,3.0
1131,3.0
1132,3.0
1133,3.0
1134,3.0
1135,3.0
1136,3.0
1137,3.0
1138,3.0
1139,3.0
1140,3.0
1141,3.0
1142,3.0
1143,3.0
1144,3.0
1145,3.0
1146,3.0
1147,3.0
1148,3.0
1149,3.0
1150,3.0
1151,3.0
1152,3.0
1153,3.0
1154,3.0
1155,3.0
1156,3.0
1157,3.0
1158,3.0
1159,3.0
1160,3.0
1161,3.0
1162,3.0
1163,3.0
1164,3.0
1165,3.0
1166,3.0
1167,3.0
1168,3.0
1169,3.0
1170,3.0
1171,3.0
1172,3.0
1173,3.0
1174,3.0
1175,3.0
1176,3.0
1177,3.0
1178,3.0
1179,3.0
1180,3.0
1181,3.0
1182,3.0
1183,3.0
1184,3.0
1185,3.0
1186,3.0
1187,3.0
1188,3.0
1189,3.0
1190,3.0
1191,3.0
1192,3.0
1193,3.0
1194,3.0
1195,3.0
1196,3.0
1197,3.0
1198,3.0
1199,3.0
1200,3.0
1201,3.0
1202,3.0
1203,3.0
1204,3.0
1205,3.0
1206,3.0
1207,3.0
1208,3.0
1209,3.0
1210,3.0
1211,3.0
1212,3.0
1213,3.0
1214,3.0
1215,3.0
1216,3.0
1217,3.0
1218,3.0
1219,3.0
1220,3.0
1221,3.0
1222,3.0
1223,3.0
1224,3.0
1225,3.0
1226,3.0
1227,3.0
1228,3.0
1229,3.0
1230,3.0
1231,3.0
1232,3.0
1233,3.0
1234,3.0
1235,3.0
1236,3.0
1237,3.0
1238,3.0
1239,3.0
1240,3.0
1241,3.0
1242,3.0
1243,3.0
1244,3.0
1245,3.0
1246,3.0
1247,3.0
1248,3.0
1249,3.0
1250,3.0
1251,3.0
1252,3.0
1253,3.0
1254,3.0
1255,3.0
1256,3.0
1257,3.0
1258,3.0
1259,3.0
1260,3.0
1261,3.0
1262,3.0
1263,3.0
1264,3.0
1265,3.0
1266,3.0
1267,3.0
1268,3.0
1269,3.0
1270,3.0
1271,3.0
1272,3.0
1273,3.0
1274,3.0
1275,3.0
1276,3.0
1277,3.0
1278,3.0
1279,3.0
1280,3.0
1281,3.0
1282,3.0
1283,3.0
1284,3.0
1285,3.0
1286,3.0
1287,3.0
1288,3.0
1289,3.0
1290,3.0
1291,3.0
1292,3.0
1293,3.0
1294,3.0
1295,3.0
1296,3.0
1297,3.0
1298,3.0
1299,3.0
1300,3.0
1301,3.0
1302,3.0
1303,3.0
1304,3.0
1305,3.0
1306,3.0
1307,3.0
1308,3.0
1309,3.0
1310,3.0
1311,3.0
1312,3.0
1313,3.0
1314,3.0
1315,3.0
1316,3.0
1317,3.0
1318,3.0
1319,3.0
1320,3.0
1321,3.0
1322,3.0
1323,3.0
1324,3.0
1325,3.0
1326,3.0
1327,3.0
1328,3.0
1329,3.0
1330,3.0
1331,3.0
1332,3.0
1333,3.0
1334,3.0
1335,3.0
1336,3.0
1337,3.0
1338,3.0
1339,3.0
1340,3.0
1341,3.0
1342,3.0
1343,3.0
1344,3.0
1345,3.0
1346,3.0
1347,3.0
1348,3.0
1349,3.0
1350,3.0
1351,2.0
1352,2.0
1353,3.0
1354,3.0
1355,3.0
1356,3.0
1357,3.0
1358,2.0
1359,3.0
1360,2.0
1361,3.0
1362,3.0
1363,3.0
1364,2.0
1365,3.0
1366,3.0
1367,3.0
1368,3.0
1369,3.0
1370,3.0
1371,2.0
1372,2.0
1373,3.0
1374,3.0
1375,2.0
1376,2.0
1377,3.0
1378,3.0
1379,3.0
1380,3.0
1381,2.0
1382,2.0
1383,3.0
1384,2.0
1385,3.0
1386,2.0
1387,3.0
1388,3.0
1389,3.0
1390,3.0
1391,3.0
1392,2.0
1393,2.0
1394,2.0
1395,2.0
1396,2.0
1397,3.0
1398,2.0
1399,3.0
1400,3.0
1401,2.0
1402,2.0
1403,3.0
1404,3.0
1405,3.0
1406,3.0
1407,3.0
1408,2.0
1409,3.0
1410,2.0
1411,2.0
1412,3.0
1413,2.0
1414,2.0
1415,3.0
1416,3.0
1417,3.0
1418,2.0
1419,3.0
1420,2.0
1421,3.0
1422,3.0
1423,3.0
1424,2.0
1425,3.0
1426,2.0
1427,3.0
1428,3.0
1429,2.0
1430,2.0
1431,2.0
1432,3.0
1433,2.0
1434,3.0
1435,3.0
1436,3.0
1437,3.0
1438,3.0
1439,2.0
1440,2.0
1441,3.0
1442,3.0
1443,2.0
1444,3.0
1445,3.0
1446,3.0
1447,3.0
1448,2.0
1449,2.0
1450,3.0
1451,2.0
1452,3.0
1453,3.0
1454,3.0
1455,3.0
1456,2.0
1457,3.0
1458,3.0
1459,3.0
1460,3.0
1461,3.0
1462,2.0
1463,3.0
1464,3.0
1465,2.0
1466,2.0
1467,2.0
1468,3.0
1469,2.0
1470,3.0
1471,3.0
1472,3.0
1473,3.0
1474,2.0
1475,3.0
1476,3.0
1477,3.0
1478,3.0
1479,3.0
1480,2.0
1481,3.0
1482,3.0
1483,2.0
1484,2.0
1485,3.0
1486,2.0
1487,2.0
1488,2.0
1489,3.0
1490,3.0
1491,2.0
1492,3.0
1493,2.0
1494,3.0
1495,2.0
1496,3.0
1497,3.0
1498,3.0
1499,2.0
1500,3.0
1501,2.0
1502,2.0
1503,2.0
1504,2.0
1505,3.0
1506,3.0
1507,3.0
1508,2.0
1509,2.0
1510,2.0
1511,3.0
1512,3.0
1513,2.0
1514,3.0
1515,2.0
1516,2.0
1517,3.0
1518,3.0
1519,3.0
1520,2.0
1521,2.0
1522,3.0
1523,2.0
1524,2.0
1525,3.0
1526,2.0
1527,2.0
1528,3.0
1529,3.0
1530,3.0
1531,2.0
1532,3.0
1533,2.0
1534,3.0
1535,2.0
1536,3.0
1537,2.0
1538,3.0
1539,3.0
1540,3.0
1541,3.0
1542,3.0
1543,2.0
1544,2.0
1545,2.0
1546,3.0
1547,3.0
1548,2.0
1549,2.0
1550,2.0
1551,3.0
1552,3.0
1553,3.0
1554,3.0
1555,3.0
1556,2.0
1557,2.0
1558,2.0
1559,2.0
1560,3.0
1561,3.0
1562,3.0
1563,3.0
1564,3.0
1565,3.0
1566,3.0
1567,2.0
1568,3.0
1569,2.0
1570,2.0
1571,3.0
1572,2.0
1573,3.0
1574,3.0
1575,3.0
1576,3.0
1577,3.0
1578,3.0
1579,3.0
1580,2.0
1581,3.0
1582,3.0
1583,3.0
1584,3.0
1585,2.0
1586,2.0
1587,3.0
1588,3.0
1589,3.0
1590,2.0
1591,3.0
1592,2.0
1593,3.0
1594,3.0
1595,3.0
1596,3.0
1597,3.0
1598,3.0
1599,3.0
1600,2.0
1601,2.0
1602,3.0
1603,2.0
1604,3.0
1605,3.0
1606,3.0
1607,3.0
1608,3.0
1609,3.0
1610,2.0
1611,2.0
1612,3.0
1613,3.0
1614,2.0
1615,3.0
1616,2.0
1617,3.0
1618,3.0
1619,3.0
1620,2.0
1621,3.0
1622,2.0
1623,3.0
1624,3.0
1625,2.0
1626,2.0
1627,3.0
1628,3.0
1629,2.0
1630,2.0
1631,2.0
1632,2.0
1633,3.0
1634,3.0
1635,3.0
1636,3.0
1637,3.0
1638,2.0
1639,3.0
1640,3.0
1641,2.0
1642,3.0
1643,3.0
1644,3.0
1645,3.0
1646,2.0
1647,2.0
1648,3.0
1649,3.0
1650,3.0
1651,3.0
1652,3.0
1653,3.0
1654,3.0
1655,2.0
1656,2.0
1657,3.0
1658,3.0
1659,3.0
1660,3.0
1661,3.0
1662,2.0
1663,3.0
1664,3.0
1665,3.0
1666,3.0
1667,3.0
1668,2.0
1669,2.0
1670,3.0
1671,3.0
1672,2.0
1673,2.0
1674,2.0
1675,3.0
1676,3.0
1677,3.0
1678,2.0
1679,2.0
1680,2.0
1681,3.0
1682,3.0
1683,2.0
1684,2.0
1685,3.0
1686,3.0
1687,3.0
1688,2.0
1689,3.0
1690,3.0
1691,2.0
1692,2.0
1693,2.0
1694,2.0
1695,3.0
1696,3.0
1697,3.0
1698,3.0
1699,3.0
1700,2.0
1701,3.0
1702,3.0
1703,2.0
1704,3.0
1705,2.0
1706,2.0
1707,3.0
1708,2.0
1709,2.0
1710,3.0
1711,3.0
1712,2.0
1713,3.0
1714,2.0
1715,3.0
1716,2.0
1717,3.0
1718,2.0
1719,3.0
1720,2.0
1721,2.0
1722,2.0
1723,2.0
1724,3.0
1725,2.0
1726,3.0
1727,3.0
1728,2.0
1729,2.0
1730,3.0
1731,3.0
1732,2.0
1733,3.0
1734,2.0
1735,3.0
1736,3.0
1737,3.0
1738,3.0
1739,3.0
1740,3.0
1741,2.0
1742,2.0
1743,3.0
1744,2.0
1745,3.0
1746,3.0
1747,2.0
1748,2.0
1749,3.0
1750,2.0
1751,3.0
1752,3.0
1753,3.0
1754,2.0
1755,3.0
1756,2.0
1757,2.0
1758,2.0
1759,2.0
1760,3.0
1761,3.0
1762,2.0
1763,2.0
1764,3.0
1765,3.0
1766,3.0
1767,2.0
1768,2.0
1769,2.0
1770,3.0
1771,3.0
1772,3.0
1773,3.0
1774,3.0
1775,2.0
1776,3.0
1777,2.0
1778,2.0
1779,3.0
1780,2.0
1781,3.0
1782,3.0
1783,3.0
1784,2.0
1785,2.0
1786,2.0
1787,2.0
1788,3.0
1789,2.0
1790,3.0
1791,3.0
1792,3.0
1793,2.0
1794,3.0
1795,3.0
1796,2.0
1797,2.0
1798,3.0
1799,3.0
1800,3.0
1801,2.0
1802,3.0
1803,2.0
1804,3.0
1805,2.0
1806,2.0
1807,2.0
1808,3.0
1809,3.0
1810,2.0
1811,3.0
1812,2.0
1813,2.0
1814,3.0
1815,2.0
1816,3.0
1817,3.0
1818,3.0
1819,3.0
1820,2.0
1821,3.0
1822,3.0
1823,3.0
1824,2.0
1825,3.0
1826,3.0
1827,2.0
1828,3.0
1829,3.0
1830,2.0
1831,3.0
1832,3.0
1833,3.0
1834,2.0
1835,3.0
1836,3.0
1837,3.0
1838,3.0
1839,3.0
1840,3.0
1841,2.0
1842,3.0
1843,2.0
1844,2.0
1845,3.0
1846,3.0
1847,3.0
1848,2.0
1849,3.0
1850,3.0
1851,2.0
1852,3.0
1853,2.0
1854,3.0
1855,3.0
1856,2.0
1857,2.0
1858,2.0
1859,3.0
1860,2.0
1861,3.0
1862,3.0
1863,3.0
1864,3.0
1865,2.0
1866,2.0
1867,3.0
1868,3.0
1869,3.0
1870,2.0
1871,3.0
1872,2.0
1873,3.0
1874,3.0
1875,2.0
1876,3.0
1877,2.0
1878,3.0
1879,3.0
1880,3.0
1881,3.0
1882,2.0
1883,3.0
1884,3.0
1885,3.0
1886,2.0
1887,3.0
1888,2.0
1889,3.0
1890,2.0
1891,3.0
1892,2.0
1893,2.0
1894,3.0
1895,3.0
1896,2.0
1897,3.0
1898,3.0
1899,2.0
1900,3.0
1901,2.0
1902,2.0
1903,3.0
1904,3.0
1905,3.0
1906,3.0
1907,3.0
1908,3.0
1909,3.0
1910,3.0
1911,3.0
1912,2.0
1913,3.0
1914,2.0
1915,3.0
1916,3.0
1917,3.0
1918,2.0
1919,3.0
1920,3.0
1921,3.0
1922,2.0
1923,3.0
1924,3.0
1925,3.0
1926,3.0
1927,2.0
1928,2.0
1929,2.0
1930,3.0
1931,2.0
1932,3.0
1933,3.0
1934,2.0
1935,3.0
1936,3.0
1937,3.0
1938,3.0
1939,2.0
1940,2.0
1941,3.0
1942,2.0
1943,2.0
1944,3.0
1945,2.0
1946,3.0
1947,3.0
1948,2.0
1949,3.0
1950,3.0
1951,3.0
1952,2.0
1953,3.0
1954,3.0
1955,3.0
1956,2.0
1957,2.0
1958,2.0
1959,2.0
1960,2.0
1961,2.0
1962,2.0
1963,3.0
1964,2.0
1965,3.0
1966,3.0
1967,3.0
1968,2.0
1969,3.0
1970,2.0
1971,2.0
1972,3.0
1973,2.0
1974,2.0
1975,2.0
1976,2.0
1977,3.0
1978,3.0
1979,3.0
1980,3.0
1981,3.0
1982,2.0
1983,3.0
1984,2.0
1985,2.0
1986,2.0
1987,3.0
1988,2.0
1989,3.0
1990,3.0
1991,2.0
1992,2.0
1993,3.0
1994,2.0
1995,2.0
1996,2.0
1997,2.0
1998,3.0
1999,2.0
2000,5.0
2001,5.0
2002,5.0
2003,5.0
2004,5.0
2005,5.0
2006,5.0
2007,5.0
2008,5.0
2009,5.0
2010,5.0
2011,5.0
2012,5.0
2013,5.0
2014,5.0
2015,5.0
2016,5.0
2017,5.0
2018,5.0
2019,5.0
2020,5.0
2021,5.0
2022,5.0
2023,5.0
2024,5.0
2025,5.0
2026,5.0
2027,5.0
2028,5.0
2029,5.0
2030,5.0
2031,5.0
2032,5.0
2033,5.0
2034,5.0
2035,5.0
2036,5.0
2037,5.0
2038,5.0
2039,5.0
2040,5.0
2041,5.0
2042,5.0
2043,5.0
2044,5.0
2045,5.0
2046,5.0
2047,5.0
2048,5.0
2049,5.0
2050,5.0
2051,5.0
2052,5.0
2053,5.0
2054,5.0
2055,5.0
2056,5.0
2057,5.0
2058,5.0
2059,5.0
2060,5.0
2061,5.0
2062,5.0
2063,5.0
2064,5.0
2065,5.0
2066,5.0
2067,5.0
2068,5.0
2069,5.0
2070,5.0
2071,5.0
2072,5.0
2073,5.0
2074,5.0
2075,5.0
2076,5.0
2077,5.0
2078,5.0
2079,5.0
2080,5.0
2081,5.0
2082,5.0
2083,5.0
2084,5.0
2085,5.0
2086,5.0
2087,5.0
2088,5.0
2089,5.0
2090,5.0
2091,5.0
2092,
2093,
2094,
2095,
2096,
2097,
2098,
2099,5.0
2100,5.0
2101,5.0
2102,5.0
2103,5.0
2104,5.0
2105,5.0
2106,5.0
2107,5.0
2108,5.0
2109,5.0
2110,5.0
2111,5.0
2112,5.0
2113,5.0
2114,5.0
2115,5.0
2116,5.0
2117,5.0
2118,5.0
2119,5.0
2120,5.0
2121,5.0
2122,5.0
2123,5.0
2124,5.0
2125,5.0
2126,5.0
2127,5.0
2128,5.0
2129,5.0
2130,5.0
2131,5.0
2132,5.0
2133,5.0
2134,5.0
2135,5.0
2136,5.0
2137,5.0
2138,5.0
2139,5.0
2140,5.0
2141,5.0
2142,5.0
2143,5.0
2144,5.0
